coverage,n_keep,n_total,selective_accuracy,risk,dataset,model,signal,n,small_n
0.8,314.0,392.0,0.2770700636942675,0.7229299363057324,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.75,294.0,392.0,0.2925170068027211,0.7074829931972789,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.7,275.0,392.0,0.3018181818181818,0.6981818181818182,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.65,255.0,392.0,0.3137254901960784,0.6862745098039216,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.6,236.0,392.0,0.3347457627118644,0.6652542372881356,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.55,216.0,392.0,0.3472222222222222,0.6527777777777778,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.5,196.0,392.0,0.3520408163265306,0.6479591836734694,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.45,177.0,392.0,0.3785310734463277,0.6214689265536724,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.4,157.0,392.0,0.37579617834394907,0.6242038216560509,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.35,138.0,392.0,0.38405797101449274,0.6159420289855073,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.3,118.0,392.0,0.3898305084745763,0.6101694915254237,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.25,98.0,392.0,0.3673469387755102,0.6326530612244898,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.2,79.0,392.0,0.379746835443038,0.620253164556962,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.15,59.0,392.0,0.4745762711864407,0.5254237288135593,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.1,40.0,392.0,0.4,0.6,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
1.0,,,0.23979591836734687,0.7602040816326532,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.95,,,0.2414209115281501,0.75857908847185,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.9,,,0.24376770538243625,0.7562322946175637,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.85,,,0.24341317365269463,0.7565868263473053,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.8,,,0.24554140127388532,0.7544585987261146,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.75,,,0.24506802721088436,0.7549319727891156,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.7,,,0.24199999999999994,0.758,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.65,,,0.24176470588235296,0.758235294117647,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.6,,,0.24512711864406778,0.7548728813559322,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.55,,,0.24560185185185185,0.7543981481481481,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.5,,,0.24464285714285708,0.755357142857143,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.45,,,0.23983050847457626,0.7601694915254238,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.4,,,0.23694267515923567,0.7630573248407644,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.35,,,0.2344202898550724,0.7655797101449275,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.3,,,0.23389830508474577,0.7661016949152543,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.25,,,0.2362244897959184,0.7637755102040816,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.2,,,0.23607594936708862,0.7639240506329114,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.15,,,0.2508474576271187,0.7491525423728813,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
0.1,,,0.25625,0.74375,BioASQ,Meta-Llama-3-8B-Instruct,random,392,False
1.0,392.0,392.0,0.007653061224489796,0.9923469387755102,BioASQ,FLAN-T5-base,entropy,392,False
0.95,373.0,392.0,0.00804289544235925,0.9919571045576407,BioASQ,FLAN-T5-base,entropy,392,False
0.9,353.0,392.0,0.0056657223796034,0.9943342776203966,BioASQ,FLAN-T5-base,entropy,392,False
0.85,334.0,392.0,0.005988023952095809,0.9940119760479041,BioASQ,FLAN-T5-base,entropy,392,False
0.8,314.0,392.0,0.006369426751592357,0.9936305732484076,BioASQ,FLAN-T5-base,entropy,392,False
0.75,294.0,392.0,0.003401360544217687,0.9965986394557823,BioASQ,FLAN-T5-base,entropy,392,False
0.7,275.0,392.0,0.0036363636363636364,0.9963636363636363,BioASQ,FLAN-T5-base,entropy,392,False
0.65,255.0,392.0,0.00392156862745098,0.996078431372549,BioASQ,FLAN-T5-base,entropy,392,False
0.6,236.0,392.0,0.00423728813559322,0.9957627118644068,BioASQ,FLAN-T5-base,entropy,392,False
0.55,216.0,392.0,0.004629629629629629,0.9953703703703703,BioASQ,FLAN-T5-base,entropy,392,False
0.5,196.0,392.0,0.00510204081632653,0.9948979591836735,BioASQ,FLAN-T5-base,entropy,392,False
0.45,177.0,392.0,0.005649717514124294,0.9943502824858758,BioASQ,FLAN-T5-base,entropy,392,False
0.4,157.0,392.0,0.006369426751592357,0.9936305732484076,BioASQ,FLAN-T5-base,entropy,392,False
0.35,138.0,392.0,0.007246376811594203,0.9927536231884058,BioASQ,FLAN-T5-base,entropy,392,False
0.3,118.0,392.0,0.00847457627118644,0.9915254237288136,BioASQ,FLAN-T5-base,entropy,392,False
0.25,98.0,392.0,0.01020408163265306,0.9897959183673469,BioASQ,FLAN-T5-base,entropy,392,False
0.2,79.0,392.0,0.012658227848101266,0.9873417721518988,BioASQ,FLAN-T5-base,entropy,392,False
0.15,59.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,entropy,392,False
0.1,40.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,entropy,392,False
1.0,392.0,392.0,0.007653061224489796,0.9923469387755102,BioASQ,FLAN-T5-base,confidence,392,False
0.95,373.0,392.0,0.00804289544235925,0.9919571045576407,BioASQ,FLAN-T5-base,confidence,392,False
0.9,353.0,392.0,0.0084985835694051,0.9915014164305949,BioASQ,FLAN-T5-base,confidence,392,False
0.85,334.0,392.0,0.005988023952095809,0.9940119760479041,BioASQ,FLAN-T5-base,confidence,392,False
0.8,314.0,392.0,0.006369426751592357,0.9936305732484076,BioASQ,FLAN-T5-base,confidence,392,False
0.75,294.0,392.0,0.006802721088435374,0.9931972789115646,BioASQ,FLAN-T5-base,confidence,392,False
0.7,275.0,392.0,0.0036363636363636364,0.9963636363636363,BioASQ,FLAN-T5-base,confidence,392,False
0.65,255.0,392.0,0.00392156862745098,0.996078431372549,BioASQ,FLAN-T5-base,confidence,392,False
0.6,236.0,392.0,0.00423728813559322,0.9957627118644068,BioASQ,FLAN-T5-base,confidence,392,False
0.55,216.0,392.0,0.004629629629629629,0.9953703703703703,BioASQ,FLAN-T5-base,confidence,392,False
0.5,196.0,392.0,0.00510204081632653,0.9948979591836735,BioASQ,FLAN-T5-base,confidence,392,False
0.45,177.0,392.0,0.005649717514124294,0.9943502824858758,BioASQ,FLAN-T5-base,confidence,392,False
0.4,157.0,392.0,0.006369426751592357,0.9936305732484076,BioASQ,FLAN-T5-base,confidence,392,False
0.35,138.0,392.0,0.007246376811594203,0.9927536231884058,BioASQ,FLAN-T5-base,confidence,392,False
0.3,118.0,392.0,0.00847457627118644,0.9915254237288136,BioASQ,FLAN-T5-base,confidence,392,False
0.25,98.0,392.0,0.01020408163265306,0.9897959183673469,BioASQ,FLAN-T5-base,confidence,392,False
0.2,79.0,392.0,0.012658227848101266,0.9873417721518988,BioASQ,FLAN-T5-base,confidence,392,False
0.15,59.0,392.0,0.01694915254237288,0.9830508474576272,BioASQ,FLAN-T5-base,confidence,392,False
0.1,40.0,392.0,0.025,0.975,BioASQ,FLAN-T5-base,confidence,392,False
1.0,392.0,392.0,0.007653061224489796,0.9923469387755102,BioASQ,FLAN-T5-base,margin,392,False
0.95,373.0,392.0,0.00804289544235925,0.9919571045576407,BioASQ,FLAN-T5-base,margin,392,False
0.9,353.0,392.0,0.0084985835694051,0.9915014164305949,BioASQ,FLAN-T5-base,margin,392,False
0.85,334.0,392.0,0.008982035928143712,0.9910179640718563,BioASQ,FLAN-T5-base,margin,392,False
0.8,314.0,392.0,0.009554140127388535,0.9904458598726115,BioASQ,FLAN-T5-base,margin,392,False
0.75,294.0,392.0,0.01020408163265306,0.9897959183673469,BioASQ,FLAN-T5-base,margin,392,False
0.7,275.0,392.0,0.007272727272727273,0.9927272727272727,BioASQ,FLAN-T5-base,margin,392,False
0.65,255.0,392.0,0.00784313725490196,0.9921568627450981,BioASQ,FLAN-T5-base,margin,392,False
0.6,236.0,392.0,0.00847457627118644,0.9915254237288136,BioASQ,FLAN-T5-base,margin,392,False
0.55,216.0,392.0,0.004629629629629629,0.9953703703703703,BioASQ,FLAN-T5-base,margin,392,False
0.5,196.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.45,177.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.4,157.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.35,138.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.3,118.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.25,98.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.2,79.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.15,59.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
0.1,40.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,margin,392,False
1.0,392.0,392.0,0.007653061224489796,0.9923469387755102,BioASQ,FLAN-T5-base,combined,392,False
0.95,373.0,392.0,0.00804289544235925,0.9919571045576407,BioASQ,FLAN-T5-base,combined,392,False
0.9,353.0,392.0,0.0056657223796034,0.9943342776203966,BioASQ,FLAN-T5-base,combined,392,False
0.85,334.0,392.0,0.005988023952095809,0.9940119760479041,BioASQ,FLAN-T5-base,combined,392,False
0.8,314.0,392.0,0.0031847133757961785,0.9968152866242038,BioASQ,FLAN-T5-base,combined,392,False
0.75,294.0,392.0,0.003401360544217687,0.9965986394557823,BioASQ,FLAN-T5-base,combined,392,False
0.7,275.0,392.0,0.0036363636363636364,0.9963636363636363,BioASQ,FLAN-T5-base,combined,392,False
0.65,255.0,392.0,0.00392156862745098,0.996078431372549,BioASQ,FLAN-T5-base,combined,392,False
0.6,236.0,392.0,0.00423728813559322,0.9957627118644068,BioASQ,FLAN-T5-base,combined,392,False
0.55,216.0,392.0,0.004629629629629629,0.9953703703703703,BioASQ,FLAN-T5-base,combined,392,False
0.5,196.0,392.0,0.00510204081632653,0.9948979591836735,BioASQ,FLAN-T5-base,combined,392,False
0.45,177.0,392.0,0.005649717514124294,0.9943502824858758,BioASQ,FLAN-T5-base,combined,392,False
0.4,157.0,392.0,0.006369426751592357,0.9936305732484076,BioASQ,FLAN-T5-base,combined,392,False
0.35,138.0,392.0,0.007246376811594203,0.9927536231884058,BioASQ,FLAN-T5-base,combined,392,False
0.3,118.0,392.0,0.00847457627118644,0.9915254237288136,BioASQ,FLAN-T5-base,combined,392,False
0.25,98.0,392.0,0.01020408163265306,0.9897959183673469,BioASQ,FLAN-T5-base,combined,392,False
0.2,79.0,392.0,0.012658227848101266,0.9873417721518988,BioASQ,FLAN-T5-base,combined,392,False
0.15,59.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,combined,392,False
0.1,40.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,combined,392,False
1.0,392.0,392.0,0.007653061224489796,0.9923469387755102,BioASQ,FLAN-T5-base,combined_3,392,False
0.95,373.0,392.0,0.00804289544235925,0.9919571045576407,BioASQ,FLAN-T5-base,combined_3,392,False
0.9,353.0,392.0,0.0028328611898017,0.9971671388101983,BioASQ,FLAN-T5-base,combined_3,392,False
0.85,334.0,392.0,0.0029940119760479044,0.9970059880239521,BioASQ,FLAN-T5-base,combined_3,392,False
0.8,314.0,392.0,0.0031847133757961785,0.9968152866242038,BioASQ,FLAN-T5-base,combined_3,392,False
0.75,294.0,392.0,0.003401360544217687,0.9965986394557823,BioASQ,FLAN-T5-base,combined_3,392,False
0.7,275.0,392.0,0.0036363636363636364,0.9963636363636363,BioASQ,FLAN-T5-base,combined_3,392,False
0.65,255.0,392.0,0.00392156862745098,0.996078431372549,BioASQ,FLAN-T5-base,combined_3,392,False
0.6,236.0,392.0,0.00423728813559322,0.9957627118644068,BioASQ,FLAN-T5-base,combined_3,392,False
0.55,216.0,392.0,0.004629629629629629,0.9953703703703703,BioASQ,FLAN-T5-base,combined_3,392,False
0.5,196.0,392.0,0.00510204081632653,0.9948979591836735,BioASQ,FLAN-T5-base,combined_3,392,False
0.45,177.0,392.0,0.005649717514124294,0.9943502824858758,BioASQ,FLAN-T5-base,combined_3,392,False
0.4,157.0,392.0,0.006369426751592357,0.9936305732484076,BioASQ,FLAN-T5-base,combined_3,392,False
0.35,138.0,392.0,0.007246376811594203,0.9927536231884058,BioASQ,FLAN-T5-base,combined_3,392,False
0.3,118.0,392.0,0.00847457627118644,0.9915254237288136,BioASQ,FLAN-T5-base,combined_3,392,False
0.25,98.0,392.0,0.01020408163265306,0.9897959183673469,BioASQ,FLAN-T5-base,combined_3,392,False
0.2,79.0,392.0,0.012658227848101266,0.9873417721518988,BioASQ,FLAN-T5-base,combined_3,392,False
0.15,59.0,392.0,0.01694915254237288,0.9830508474576272,BioASQ,FLAN-T5-base,combined_3,392,False
0.1,40.0,392.0,0.0,1.0,BioASQ,FLAN-T5-base,combined_3,392,False
1.0,,,0.0076530612244897975,0.9923469387755102,BioASQ,FLAN-T5-base,random,392,False
0.95,,,0.007908847184986596,0.9920911528150134,BioASQ,FLAN-T5-base,random,392,False
0.9,,,0.007507082152974505,0.9924929178470255,BioASQ,FLAN-T5-base,random,392,False
0.85,,,0.007634730538922154,0.9923652694610778,BioASQ,FLAN-T5-base,random,392,False
0.8,,,0.007484076433121019,0.992515923566879,BioASQ,FLAN-T5-base,random,392,False
0.75,,,0.007312925170068027,0.992687074829932,BioASQ,FLAN-T5-base,random,392,False
0.7,,,0.00709090909090909,0.992909090909091,BioASQ,FLAN-T5-base,random,392,False
0.65,,,0.007058823529411765,0.9929411764705882,BioASQ,FLAN-T5-base,random,392,False
0.6,,,0.006991525423728814,0.9930084745762712,BioASQ,FLAN-T5-base,random,392,False
0.55,,,0.0060185185185185185,0.9939814814814815,BioASQ,FLAN-T5-base,random,392,False
0.5,,,0.006377551020408163,0.9936224489795918,BioASQ,FLAN-T5-base,random,392,False
0.45,,,0.005932203389830509,0.9940677966101695,BioASQ,FLAN-T5-base,random,392,False
0.4,,,0.0057324840764331215,0.9942675159235669,BioASQ,FLAN-T5-base,random,392,False
0.35,,,0.006159420289855073,0.993840579710145,BioASQ,FLAN-T5-base,random,392,False
0.3,,,0.00635593220338983,0.9936440677966102,BioASQ,FLAN-T5-base,random,392,False
0.25,,,0.00510204081632653,0.9948979591836735,BioASQ,FLAN-T5-base,random,392,False
0.2,,,0.00569620253164557,0.9943037974683544,BioASQ,FLAN-T5-base,random,392,False
0.15,,,0.006779661016949152,0.9932203389830508,BioASQ,FLAN-T5-base,random,392,False
0.1,,,0.0075,0.9925,BioASQ,FLAN-T5-base,random,392,False
